,Game ID,Word,Group Name,Group Level,Starting Row,Starting Column
1839,115,MISTLETOE,CHRISTMAS-RELATED,0,4,4
1840,116,WING,DIVISION,0,1,1
1841,116,STONE,IMPERIAL UNITS,1,1,2
1842,116,FLEE,INSECT HOMOPHONES,3,1,3
1843,116,ANGEL,M.L.B. TEAM MEMBER,2,1,4
1844,116,PECK,IMPERIAL UNITS,1,2,1
1845,116,BEATLE,INSECT HOMOPHONES,3,2,2
1846,116,RED,M.L.B. TEAM MEMBER,2,2,3
1847,116,AUNT,INSECT HOMOPHONES,3,2,4
1848,116,CHAPTER,DIVISION,0,3,1
1849,116,CUB,M.L.B. TEAM MEMBER,2,3,2
1850,116,BRANCH,DIVISION,0,3,3
1851,116,TON,IMPERIAL UNITS,1,3,4
1852,116,BUSHEL,IMPERIAL UNITS,1,4,1
1853,116,ARM,DIVISION,0,4,2
1854,116,NAT,INSECT HOMOPHONES,3,4,3
1855,116,MET,M.L.B. TEAM MEMBER,2,4,4
1856,117,GAGA,LADY ___,3,1,1
1857,117,HAHA,"LAUGHTER, IN A TEXT",0,1,2
1858,117,DECO,ART MOVEMENTS,1,1,3
1859,117,HOOK,“PETER PAN” CHARACTERS,2,1,4
1860,117,DADA,ART MOVEMENTS,1,2,1
1861,117,NANA,“PETER PAN” CHARACTERS,2,2,2
1862,117,POP,ART MOVEMENTS,1,2,3
1863,117,LUCK,LADY ___,3,2,4
1864,117,DEAD,"LAUGHTER, IN A TEXT",0,3,1
1865,117,GOTHIC,ART MOVEMENTS,1,3,2
1866,117,MACBETH,LADY ___,3,3,3
1867,117,LOL,"LAUGHTER, IN A TEXT",0,3,4
1868,117,PETER,“PETER PAN” CHARACTERS,2,4,1
1869,117,BIRD,LADY ___,3,4,2
1870,117,ROFL,"LAUGHTER, IN A TEXT",0,4,3
1871,117,WENDY,“PETER PAN” CHARACTERS,2,4,4
1872,118,ROSE,IRREGULAR VERBS,2,1,1
1873,118,AARON,RHYMES,0,1,2
1874,118,HANNAH,PALINDROMES,3,1,3
1875,118,MAY,IRREGULAR VERBS,2,1,4
1876,118,KAREN,RHYMES,0,2,1
1877,118,DALE,NATURAL FEATURES,1,2,2
1878,118,WILL,IRREGULAR VERBS,2,2,3
1879,118,NATAN,PALINDROMES,3,2,4
1880,118,DREW,IRREGULAR VERBS,2,3,1
1881,118,EVE,PALINDROMES,3,3,2
1882,118,SHARON,RHYMES,0,3,3
1883,118,CLIFF,NATURAL FEATURES,1,3,4
1884,118,BROOK,NATURAL FEATURES,1,4,1
1885,118,DARREN,RHYMES,0,4,2
1886,118,SAVANNA,NATURAL FEATURES,1,4,3
1887,118,OTTO,PALINDROMES,3,4,4
1888,119,BATH,CITIES AND TOWNS IN ENGLAND,2,1,1
1889,119,ROCK,___ OPERA,3,1,2
1890,119,BARS,PHONE CONNECTIVITY,1,1,3
1891,119,BIRTHDAY,CELEBRATORY OCCASIONS,0,1,4
1892,119,SOAP,___ OPERA,3,2,1
1893,119,RECEPTION,PHONE CONNECTIVITY,1,2,2
1894,119,WEDDING,CELEBRATORY OCCASIONS,0,2,3
1895,119,SANDWICH,CITIES AND TOWNS IN ENGLAND,2,2,4
1896,119,ANNIVERSARY,CELEBRATORY OCCASIONS,0,3,1
1897,119,COMIC,___ OPERA,3,3,2
1898,119,DERBY,CITIES AND TOWNS IN ENGLAND,2,3,3
1899,119,SHOWER,CELEBRATORY OCCASIONS,0,3,4
1900,119,READING,CITIES AND TOWNS IN ENGLAND,2,4,1
1901,119,SERVICE,PHONE CONNECTIVITY,1,4,2
1902,119,MET,___ OPERA,3,4,3
1903,119,SIGNAL,PHONE CONNECTIVITY,1,4,4
1904,120,KETTLE,THINGS THAT WHISTLE,3,1,1
1905,120,CORN,CROPS,0,1,2
1906,120,NUMBER,SONG,2,1,3
1907,120,NOODLE,SLANG FOR HEAD,1,1,4
1908,120,TRAIN,THINGS THAT WHISTLE,3,2,1
1909,120,CROWN,SLANG FOR HEAD,1,2,2
1910,120,PEPPER,CROPS,0,2,3
1911,120,BIRD,THINGS THAT WHISTLE,3,2,4
1912,120,SINGLE,SONG,2,3,1
1913,120,TOMATO,CROPS,0,3,2
1914,120,REFEREE,THINGS THAT WHISTLE,3,3,3
1915,120,TRACK,SONG,2,3,4
1916,120,DOME,SLANG FOR HEAD,1,4,1
1917,120,CUT,SONG,2,4,2
1918,120,CUCUMBER,CROPS,0,4,3
1919,120,MELON,SLANG FOR HEAD,1,4,4
1920,121,NAP,POWER ___,3,1,1
1921,121,JOB,BIBLE BOOKS,1,1,2
1922,121,SOURCE,ORIGIN,0,1,3
1923,121,PLANT,POWER ___,3,1,4
1924,121,ACTS,BIBLE BOOKS,1,2,1
1925,121,WILD,N.H.L. TEAMS,2,2,2
1926,121,MARK,BIBLE BOOKS,1,2,3
1927,121,STARS,N.H.L. TEAMS,2,2,4
1928,121,GERM,ORIGIN,0,3,1
1929,121,RANGER,POWER ___,3,3,2
1930,121,GENESIS,ORIGIN,0,3,3
1931,121,KRAKEN,N.H.L. TEAMS,2,3,4
1932,121,TRIP,POWER ___,3,4,1
1933,121,FLAMES,N.H.L. TEAMS,2,4,2
1934,121,KINGS,BIBLE BOOKS,1,4,3
1935,121,SEED,ORIGIN,0,4,4
1936,122,CAN,CONDITIONAL WORDS,1,1,1
1937,122,BUTCHER,___ PAPER,3,1,2
1938,122,ACTION,FILM SET DIRECTIVES,0,1,3
1939,122,LEAD,FOREMOST,2,1,4
1940,122,PRIME,FOREMOST,2,2,1
1941,122,CUT,FILM SET DIRECTIVES,0,2,2
1942,122,WAX,___ PAPER,3,2,3
1943,122,MAY,CONDITIONAL WORDS,1,2,4
1944,122,TOILET,___ PAPER,3,3,1
1945,122,TOP,FOREMOST,2,3,2
1946,122,MIGHT,CONDITIONAL WORDS,1,3,3
1947,122,CAMERA,FILM SET DIRECTIVES,0,3,4
1948,122,HEAD,FOREMOST,2,4,1
1949,122,LIGHTS,FILM SET DIRECTIVES,0,4,2
1950,122,SCRAP,___ PAPER,3,4,3
1951,122,COULD,CONDITIONAL WORDS,1,4,4
1952,123,NOSE,THINGS THAT CAN RUN,3,1,1
1953,123,CROWN,PARTS OF A WATCH,1,1,2
1954,123,SWORD,WONDER WOMAN’S COSTUME,2,1,3
1955,123,MASK,CONCEAL,0,1,4
1956,123,DIAL,PARTS OF A WATCH,1,2,1
1957,123,FAUCET,THINGS THAT CAN RUN,3,2,2
1958,123,TIARA,WONDER WOMAN’S COSTUME,2,2,3
1959,123,HAND,PARTS OF A WATCH,1,2,4
1960,123,BLOCK,CONCEAL,0,3,1
1961,123,MASCARA,THINGS THAT CAN RUN,3,3,2
1962,123,HIDE,CONCEAL,0,3,3
1963,123,LASSO,WONDER WOMAN’S COSTUME,2,3,4
1964,123,CANDIDATE,THINGS THAT CAN RUN,3,4,1
1965,123,SHIELD,WONDER WOMAN’S COSTUME,2,4,2
1966,123,STRAP,PARTS OF A WATCH,1,4,3
1967,123,COVER,CONCEAL,0,4,4
1968,124,LINE,POETRY TERMS,2,1,1
1969,124,LIMA,BEANS,0,1,2
1970,124,CREATOR,“THE(E) ___” RAPPERS,3,1,3
1971,124,LIMERICK,CITIES BEGINNING WITH “L”,1,1,4
1972,124,LINCOLN,CITIES BEGINNING WITH “L”,1,2,1
1973,124,RAPPER,“THE(E) ___” RAPPERS,3,2,2
1974,124,PINTO,BEANS,0,2,3
1975,124,VERSE,POETRY TERMS,2,2,4
1976,124,STALLION,“THE(E) ___” RAPPERS,3,3,1
1977,124,RHYME,POETRY TERMS,2,3,2
1978,124,LAGOS,CITIES BEGINNING WITH “L”,1,3,3
1979,124,KIDNEY,BEANS,0,3,4
1980,124,LUXOR,CITIES BEGINNING WITH “L”,1,4,1
1981,124,DUDE,“THE(E) ___” RAPPERS,3,4,2
1982,124,FAVA,BEANS,0,4,3
1983,124,METER,POETRY TERMS,2,4,4
1984,125,CRADLE,ROTARY PHONE PARTS,1,1,1
1985,125,TAIL,BUTT,0,1,2
1986,125,PAD,SLANG FOR HOME,2,1,3
1987,125,SWAG,PLUNDER,3,1,4
1988,125,SEAT,BUTT,0,2,1
1989,125,CRIB,SLANG FOR HOME,2,2,2
1990,125,BOOTY,PLUNDER,3,2,3
1991,125,CORD,ROTARY PHONE PARTS,1,2,4
1992,125,SPOILS,PLUNDER,3,3,1
1993,125,DIAL,ROTARY PHONE PARTS,1,3,2
1994,125,DIGS,SLANG FOR HOME,2,3,3
1995,125,BUNS,BUTT,0,3,4
1996,125,JOINT,SLANG FOR HOME,2,4,1
1997,125,BOTTOM,BUTT,0,4,2
1998,125,HANDSET,ROTARY PHONE PARTS,1,4,3
1999,125,LOOT,PLUNDER,3,4,4
2000,126,FILE,TOOLS,0,1,1
2001,126,BABE,TITLE MOVIE ANIMALS,3,1,2
2002,126,WRENCH,PULL,1,1,3
2003,126,COPY,SHORTCUT COMMANDS,2,1,4
2004,126,WILLY,TITLE MOVIE ANIMALS,3,2,1
2005,126,YANK,PULL,1,2,2
2006,126,SAVE,SHORTCUT COMMANDS,2,2,3
2007,126,HAMMER,TOOLS,0,2,4
2008,126,TUG,PULL,1,3,1
2009,126,LEVEL,TOOLS,0,3,2
2010,126,BEETHOVEN,TITLE MOVIE ANIMALS,3,3,3
2011,126,PRINT,SHORTCUT COMMANDS,2,3,4
2012,126,CHARLOTTE,TITLE MOVIE ANIMALS,3,4,1
2013,126,FIND,SHORTCUT COMMANDS,2,4,2
2014,126,JERK,PULL,1,4,3
2015,126,SAW,TOOLS,0,4,4
2016,127,TURN,GO BAD,1,1,1
2017,127,SUNDAY,DAYS OF THE WEEK,0,1,2
2018,127,CAT,FAT ___,3,1,3
2019,127,THING,“THE ADDAMS FAMILY” CHARACTERS,2,1,4
2020,127,SATURDAY,DAYS OF THE WEEK,0,2,1
2021,127,SOUR,GO BAD,1,2,2
2022,127,FRIDAY,DAYS OF THE WEEK,0,2,3
2023,127,SPOIL,GO BAD,1,2,4
2024,127,CHANCE,FAT ___,3,3,1
2025,127,THURSDAY,DAYS OF THE WEEK,0,3,2
2026,127,LURCH,“THE ADDAMS FAMILY” CHARACTERS,2,3,3
2027,127,LIP,FAT ___,3,3,4
2028,127,WEDNESDAY,“THE ADDAMS FAMILY” CHARACTERS,2,4,1
2029,127,ROT,GO BAD,1,4,2
2030,127,TUESDAY,FAT ___,3,4,3
2031,127,FESTER,“THE ADDAMS FAMILY” CHARACTERS,2,4,4
2032,128,GHOST,RUDELY BREAK OFF CONTACT,2,1,1
2033,128,LEMON,FAILURE,1,1,2
2034,128,GARDEN,ROCK ___,3,1,3
2035,128,DESERT,RUDELY BREAK OFF CONTACT,2,1,4
2036,128,STAR,ROCK ___,3,2,1
2037,128,RASPBERRY,TAUNTS,0,2,2
2038,128,CANDY,ROCK ___,3,2,3
2039,128,BOMB,FAILURE,1,2,4
2040,128,FLOP,FAILURE,1,3,1
2041,128,HISS,TAUNTS,0,3,2
2042,128,IGNORE,RUDELY BREAK OFF CONTACT,2,3,3
2043,128,BOO,TAUNTS,0,3,4
2044,128,BOTTOM,ROCK ___,3,4,1
2045,128,DUD,FAILURE,1,4,2
2046,128,JEER,TAUNTS,0,4,3
2047,128,JILT,RUDELY BREAK OFF CONTACT,2,4,4
2048,129,PUFF,BIT OF WIND,1,1,1
2049,129,KICK,PIQUANCY,2,1,2
2050,129,BOXER,SINGULAR OF THINGS SEEN IN PAIRS,3,1,3
2051,129,YAWN,SOMETHING TIRESOME,0,1,4
2052,129,BITE,PIQUANCY,2,2,1
2053,129,PANT,SINGULAR OF THINGS SEEN IN PAIRS,3,2,2
2054,129,DRAG,SOMETHING TIRESOME,0,2,3
2055,129,ZIP,PIQUANCY,2,2,4
2056,129,SNOOZE,SOMETHING TIRESOME,0,3,1
2057,129,DRAFT,BIT OF WIND,1,3,2
2058,129,GOGGLE,SINGULAR OF THINGS SEEN IN PAIRS,3,3,3
2059,129,BORE,SOMETHING TIRESOME,0,3,4
2060,129,BREEZE,BIT OF WIND,1,4,1
2061,129,TONG,SINGULAR OF THINGS SEEN IN PAIRS,3,4,2
2062,129,TANG,PIQUANCY,2,4,3
2063,129,GUST,BIT OF WIND,1,4,4
2064,130,FAKE,FALSIFY,0,1,1
2065,130,FOOD,FAST ___,3,1,2
2066,130,FUDGE,MILD OATHS,1,1,3
2067,130,FIREFLY,TV SHOWS,2,1,4
2068,130,FASHION,FAST ___,3,2,1
2069,130,FORWARD,FAST ___,3,2,2
2070,130,FORGE,FALSIFY,0,2,3
2071,130,FRIENDS,FAST ___,3,2,4
2072,130,FIE,MILD OATHS,1,3,1
2073,130,FLEABAG,TV SHOWS,2,3,2
2074,130,FRICK,MILD OATHS,1,3,3
2075,130,FLIPPER,TV SHOWS,2,3,4
2076,130,FABRICATE,FALSIFY,0,4,1
2077,130,FIDDLESTICKS,MILD OATHS,1,4,2
2078,130,FARGO,TV SHOWS,2,4,3
2079,130,FIX,FALSIFY,0,4,4
2080,131,IMPOSSIBLE,___ BURGER,3,1,1
2081,131,EVEN,EQUITABLE,2,1,2
2082,131,CLOUD,VIRTUAL SPACES,1,1,3
2083,131,HIVE,ANIMAL HOMES,0,1,4
2084,131,GOOD,___ BURGER,3,2,1
2085,131,WEB,VIRTUAL SPACES,1,2,2
2086,131,JUST,EQUITABLE,2,2,3
2087,131,DEN,ANIMAL HOMES,0,2,4
2088,131,FAIR,EQUITABLE,2,3,1
2089,131,LAIR,ANIMAL HOMES,0,3,2
2090,131,NOTHING,___ BURGER,3,3,3
2091,131,NET,VIRTUAL SPACES,1,3,4
2092,131,NEST,ANIMAL HOMES,0,4,1
2093,131,EQUAL,EQUITABLE,2,4,2
2094,131,METAVERSE,VIRTUAL SPACES,1,4,3
2095,131,WARREN,___ BURGER,3,4,4
2096,132,HOOK,BRA PARTS,2,1,1
2097,132,SPAM,ACRONYMS,3,1,2
2098,132,PLATE,TABLEWARE,0,1,3
2099,132,WIRE,BRA PARTS,2,1,4
2100,132,RADAR,ACRONYMS,3,2,1
2101,132,CUP,BRA PARTS,2,2,2
2102,132,BALONEY,NONSENSE,1,2,3
2103,132,DISH,TABLEWARE,0,2,4
2104,132,CROCK,NONSENSE,1,3,1
2105,132,SAUCER,TABLEWARE,0,3,2
2106,132,LASER,ACRONYMS,3,3,3
2107,132,BUNK,NONSENSE,1,3,4
2108,132,BOWL,TABLEWARE,0,4,1
2109,132,STRAP,BRA PARTS,2,4,2
2110,132,TRIPE,NONSENSE,1,4,3
2111,132,SCUBA,ACRONYMS,3,4,4
2112,133,JAM,CATCHY SONG,1,1,1
2113,133,LOUNGE,RELAX,0,1,2
2114,133,SCONE,BRITISH CUISINE,2,1,3
2115,133,PICKLE,STICKY SITUATION,3,1,4
2116,133,LOAF,RELAX,0,2,1
2117,133,TRIFLE,BRITISH CUISINE,2,2,2
2118,133,BANGER,CATCHY SONG,1,2,3
2119,133,HANG,RELAX,0,2,4
2120,133,MASH,BRITISH CUISINE,2,3,1
2121,133,SCRAPE,STICKY SITUATION,3,3,2
2122,133,CHILL,RELAX,0,3,3
2123,133,GROOVE,CATCHY SONG,1,3,4
2124,133,BIND,STICKY SITUATION,3,4,1
2125,133,BOP,CATCHY SONG,1,4,2
2126,133,ROAST,BRITISH CUISINE,2,4,3
2127,133,SPOT,STICKY SITUATION,3,4,4
2128,134,CANDY,HARD ___,3,1,1
2129,134,SPUR,IMPEL,1,1,2
2130,134,RING,CELL PHONE MODES,0,1,3
2131,134,FEELINGS,ROMANTIC BEGINNINGS,2,1,4
2132,134,FOCUS,CELL PHONE MODES,0,2,1
2133,134,MOTIVATE,IMPEL,1,2,2
2134,134,SPARK,ROMANTIC BEGINNINGS,2,2,3
2135,134,COPY,HARD ___,3,2,4
2136,134,DRIVE,IMPEL,1,3,1
2137,134,VIBE,ROMANTIC BEGINNINGS,2,3,2
2138,134,VIBRATE,CELL PHONE MODES,0,3,3
2139,134,SELTZER,HARD ___,3,3,4
2140,134,CONNECTION,ROMANTIC BEGINNINGS,2,4,1
2141,134,SILENT,CELL PHONE MODES,0,4,2
2142,134,KNOCKS,HARD ___,3,4,3
2143,134,INSPIRE,IMPEL,1,4,4
2144,135,SCHOOL,ANIMAL GROUPS,0,1,1
2145,135,MODEL,PARADIGMATIC,2,1,2
2146,135,DOWNTOWN,RHYMING COMPOUND WORDS,3,1,3
2147,135,PRIDE,ANIMAL GROUPS,0,1,4
2148,135,TEXTBOOK,PARADIGMATIC,2,2,1
2149,135,RAGTAG,RHYMING COMPOUND WORDS,3,2,2
2150,135,CRANNY,SMALL OPENING,1,2,3
2151,135,CLASSIC,PARADIGMATIC,2,2,4
2152,135,NOOK,SMALL OPENING,1,3,1
2153,135,COLONY,ANIMAL GROUPS,0,3,2
2154,135,BIGWIG,RHYMING COMPOUND WORDS,3,3,3
2155,135,RECESS,SMALL OPENING,1,3,4
2156,135,BACKPACK,RHYMING COMPOUND WORDS,3,4,1
2157,135,DEFINITIVE,PARADIGMATIC,2,4,2
2158,135,NICHE,SMALL OPENING,1,4,3
2159,135,HERD,ANIMAL GROUPS,0,4,4
2160,136,LADY,12 DAYS OF CHRISTMAS,2,1,1
2161,136,PERFECT,GRAMMAR TENSE TERMS,0,1,2
2162,136,GOODNESS,“GRACIOUS ME!”,1,1,3
2163,136,MAPLE,___ SYRUP,3,1,4
2164,136,FUTURE,GRAMMAR TENSE TERMS,0,2,1
2165,136,MERCY,“GRACIOUS ME!”,1,2,2
2166,136,DRUMMER,12 DAYS OF CHRISTMAS,2,2,3
2167,136,SIMPLE,___ SYRUP,3,2,4
2168,136,RING,12 DAYS OF CHRISTMAS,2,3,1
2169,136,COUGH,___ SYRUP,3,3,2
2170,136,HEAVENS,“GRACIOUS ME!”,1,3,3
2171,136,SWAN,12 DAYS OF CHRISTMAS,2,3,4
2172,136,PRESENT,GRAMMAR TENSE TERMS,0,4,1
2173,136,LORD,“GRACIOUS ME!”,1,4,2
2174,136,CORN,___ SYRUP,3,4,3
2175,136,PAST,GRAMMAR TENSE TERMS,0,4,4
2176,137,ACES,"EXCELLENT, IN OLD SLANG",1,1,1
2177,137,GLOBE,SPHERICAL THINGS,3,1,2
2178,137,HEAD,FINE BUBBLES,2,1,3
2179,137,GROW,INCREASE,0,1,4
2180,137,BUBBLE,SPHERICAL THINGS,3,2,1
2181,137,SWELL,INCREASE,0,2,2
2182,137,NEATO,"EXCELLENT, IN OLD SLANG",1,2,3
2183,137,LATHER,FINE BUBBLES,2,2,4
2184,137,NIFTY,"EXCELLENT, IN OLD SLANG",1,3,1
2185,137,MARBLE,SPHERICAL THINGS,3,3,2
2186,137,FOAM,FINE BUBBLES,2,3,3
2187,137,MOUNT,INCREASE,0,3,4
2188,137,FROTH,FINE BUBBLES,2,4,1
2189,137,BUILD,INCREASE,0,4,2
2190,137,PEARL,SPHERICAL THINGS,3,4,3
2191,137,KEEN,"EXCELLENT, IN OLD SLANG",1,4,4
2192,138,ELEPHANTS,THINGS WITH TRUNKS,3,1,1
2193,138,CHEEK,SHAMELESS BOLDNESS,0,1,2
2194,138,LIBERTY,W.N.B.A. TEAMS,2,1,3
2195,138,GOLD,METAL ELEMENTS,1,1,4
2196,138,BRASS,SHAMELESS BOLDNESS,0,2,1
2197,138,CARS,THINGS WITH TRUNKS,3,2,2
2198,138,MERCURY,W.N.B.A. TEAMS,2,2,3
2199,138,NERVE,SHAMELESS BOLDNESS,0,2,4
2200,138,SILVER,METAL ELEMENTS,1,3,1
2201,138,SKY,W.N.B.A. TEAMS,2,3,2
2202,138,TREES,THINGS WITH TRUNKS,3,3,3
2203,138,COPPER,METAL ELEMENTS,1,3,4
2204,138,SPARKS,W.N.B.A. TEAMS,2,4,1
2205,138,SWIMMERS,THINGS WITH TRUNKS,3,4,2
2206,138,NICKEL,METAL ELEMENTS,1,4,3
2207,138,GALL,SHAMELESS BOLDNESS,0,4,4
2208,139,NEW,___ MOON,3,1,1
2209,139,LOOK,APPEARANCE,1,1,2
2210,139,SAME,“AGREE!”,2,1,3
2211,139,TASTE,SENSES,0,1,4
2212,139,SECOND,“AGREE!”,2,2,1
2213,139,SAILOR,___ MOON,3,2,2
2214,139,TOUCH,SENSES,0,2,3
2215,139,STYLE,APPEARANCE,1,2,4
2216,139,SIGHT,SENSES,0,3,1
2217,139,DITTO,“AGREE!”,2,3,2
2218,139,DRESS,APPEARANCE,1,3,3
2219,139,HARVEST,___ MOON,3,3,4
2220,139,MANNER,APPEARANCE,1,4,1
2221,139,SMELL,SENSES,0,4,2
2222,139,BLUE,___ MOON,3,4,3
2223,139,LIKEWISE,“AGREE!”,2,4,4
2224,140,NECK,GUITAR PARTS,3,1,1
2225,140,CLUTCH,GROUP OF OFFSPRING,2,1,2
2226,140,STEW,MISHMASH,0,1,3
2227,140,FACE,GO UP AGAINST,1,1,4
2228,140,HASH,MISHMASH,0,2,1
2229,140,FRET,GUITAR PARTS,3,2,2
2230,140,HATCH,GROUP OF OFFSPRING,2,2,3
2231,140,BRIDGE,GUITAR PARTS,3,2,4
2232,140,CHALLENGE,GO UP AGAINST,1,3,1
2233,140,JUMBLE,MISHMASH,0,3,2
2234,140,BODY,GUITAR PARTS,3,3,3
2235,140,BROOD,GROUP OF OFFSPRING,2,3,4
2236,140,OPPOSE,GO UP AGAINST,1,4,1
2237,140,LITTER,GROUP OF OFFSPRING,2,4,2
2238,140,MEDLEY,MISHMASH,0,4,3
2239,140,CONFRONT,GO UP AGAINST,1,4,4
2240,141,TALON,BIRD FEATURES,0,1,1
2241,141,HEARTBEAT,BLINK OF AN EYE,1,1,2
2242,141,HOT,___ BUTTON,3,1,3
2243,141,FLASH,BLINK OF AN EYE,1,1,4
2244,141,BELLY,___ BUTTON,3,2,1
2245,141,WING,BIRD FEATURES,0,2,2
2246,141,DRAGON,MAHJONG TILES,2,2,3
2247,141,SNOOZE,___ BUTTON,3,2,4
2248,141,SECOND,BLINK OF AN EYE,1,3,1
2249,141,SEASON,MAHJONG TILES,2,3,2
2250,141,WINK,BLINK OF AN EYE,1,3,3
2251,141,FEATHER,BIRD FEATURES,0,3,4
2252,141,BAMBOO,MAHJONG TILES,2,4,1
2253,141,BEAK,BIRD FEATURES,0,4,2
2254,141,PANIC,___ BUTTON,3,4,3
2255,141,WIND,MAHJONG TILES,2,4,4
2256,142,FARMER,SEEN ON A FARM,1,1,1
2257,142,DAISY,FLOWERS,0,1,2
2258,142,CARPENTER,HORROR DIRECTORS,2,1,3
2259,142,YELLOW,___ JACKET,3,1,4
2260,142,TULIP,FLOWERS,0,2,1
2261,142,SPORTS,___ JACKET,3,2,2
2262,142,TRACTOR,SEEN ON A FARM,1,2,3
2263,142,ROSE,FLOWERS,0,2,4
2264,142,CRAVEN,HORROR DIRECTORS,2,3,1
2265,142,LIFE,___ JACKET,3,3,2
2266,142,VIOLET,FLOWERS,0,3,3
2267,142,WAN,HORROR DIRECTORS,2,3,4
2268,142,BARN,SEEN ON A FARM,1,4,1
2269,142,ASTER,HORROR DIRECTORS,2,4,2
2270,142,DUST,___ JACKET,3,4,3
2271,142,CHICKEN,SEEN ON A FARM,1,4,4
2272,143,WELL,EXPRESSIONS OF HESITATION,3,1,1
2273,143,LIKE,SOCIAL MEDIA ACTIONS,0,1,2
2274,143,UM,EXPRESSIONS OF HESITATION,3,1,3
2275,143,HOUSE,SHOWS SET IN HOSPITALS,2,1,4
2276,143,HEM,USE A NEEDLE AND THREAD,1,2,1
2277,143,ER,SHOWS SET IN HOSPITALS,2,2,2
2278,143,DARN,USE A NEEDLE AND THREAD,1,2,3
2279,143,FOLLOW,SOCIAL MEDIA ACTIONS,0,2,4
2280,143,SEAM,USE A NEEDLE AND THREAD,1,3,1
2281,143,SHARE,SOCIAL MEDIA ACTIONS,0,3,2
2282,143,ERM,EXPRESSIONS OF HESITATION,3,3,3
2283,143,SCRUBS,SHOWS SET IN HOSPITALS,2,3,4
2284,143,SUBSCRIBE,SOCIAL MEDIA ACTIONS,0,4,1
2285,143,RATCHED,SHOWS SET IN HOSPITALS,2,4,2
2286,143,UH,EXPRESSIONS OF HESITATION,3,4,3
2287,143,SEW,USE A NEEDLE AND THREAD,1,4,4
2288,144,NEWS,INFORMATION,1,1,1
2289,144,COMPUTER,THINGS WITH CORES,3,1,2
2290,144,LIGHT,IGNITE,0,1,3
2291,144,VALLEY,SMALL WOODED AREA,2,1,4
2292,144,APPLE,THINGS WITH CORES,3,2,1
2293,144,KINDLE,IGNITE,0,2,2
2294,144,PLANET,THINGS WITH CORES,3,2,3
2295,144,INTEL,INFORMATION,1,2,4
2296,144,TORCH,IGNITE,0,3,1
2297,144,DELL,SMALL WOODED AREA,2,3,2
2298,144,DATA,INFORMATION,1,3,3
2299,144,GLEN,SMALL WOODED AREA,2,3,4
2300,144,INFO,INFORMATION,1,4,1
2301,144,BURN,IGNITE,0,4,2
2302,144,HOLLOW,SMALL WOODED AREA,2,4,3
2303,144,REACTOR,THINGS WITH CORES,3,4,4
2304,145,ARE,WORDS ABBREVIATED WITH LETTERS,2,1,1
2305,145,WE,ROYAL ___,3,1,2
2306,145,THERE,REPEATED WORDS IN EXPRESSIONS,1,1,3
2307,145,YET,NEVERTHELESS,0,1,4
2308,145,YOU,WORDS ABBREVIATED WITH LETTERS,2,2,1
2309,145,SEE,WORDS ABBREVIATED WITH LETTERS,2,2,2
2310,145,JELLY,ROYAL ___,3,2,3
2311,145,TUT,REPEATED WORDS IN EXPRESSIONS,1,2,4
2312,145,STILL,NEVERTHELESS,0,3,1
2313,145,FAMILY,ROYAL ___,3,3,2
2314,145,KNOCK,REPEATED WORDS IN EXPRESSIONS,1,3,3
2315,145,HOWEVER,NEVERTHELESS,0,3,4
2316,145,HEAR,REPEATED WORDS IN EXPRESSIONS,1,4,1
2317,145,WHY,WORDS ABBREVIATED WITH LETTERS,2,4,2
2318,145,THOUGH,NEVERTHELESS,0,4,3
2319,145,FLUSH,ROYAL ___,3,4,4
2320,146,TRAIN,WAYS TO PREPARE,0,1,1
2321,146,STRAW,HOLLOW CYLINDERS,1,1,2
2322,146,TICKET,“E-” THINGS,3,1,3
2323,146,ROPE,WEAPONS IN THE GAME CLUE,2,1,4
2324,146,STUDY,WAYS TO PREPARE,0,2,1
2325,146,BIKE,“E-” THINGS,3,2,2
2326,146,TUBE,HOLLOW CYLINDERS,1,2,3
2327,146,SPORTS,“E-” THINGS,3,2,4
2328,146,KNIFE,WEAPONS IN THE GAME CLUE,2,3,1
2329,146,CIGARETTE,“E-” THINGS,3,3,2
2330,146,PIPE,HOLLOW CYLINDERS,1,3,3
2331,146,DRILL,WAYS TO PREPARE,0,3,4
2332,146,WRENCH,WEAPONS IN THE GAME CLUE,2,4,1
2333,146,HOSE,HOLLOW CYLINDERS,1,4,2
2334,146,PRACTICE,WAYS TO PREPARE,0,4,3
2335,146,CANDLESTICK,WEAPONS IN THE GAME CLUE,2,4,4
2336,147,BICYCLE,WORDS WITH NUMERICAL PREFIXES,3,1,1
2337,147,SPIN,MUSIC PUBLICATIONS,2,1,2
2338,147,STABLE,UNCHANGING,0,1,3
2339,147,PIN,"LONG, SHARP OBJECTS",1,1,4
2340,147,EVEN,UNCHANGING,0,2,1
2341,147,LANCE,"LONG, SHARP OBJECTS",1,2,2
2342,147,TRILOGY,WORDS WITH NUMERICAL PREFIXES,3,2,3
2343,147,PITCHFORK,MUSIC PUBLICATIONS,2,2,4
2344,147,UNIFORM,WORDS WITH NUMERICAL PREFIXES,3,3,1
2345,147,ROLLING STONE,MUSIC PUBLICATIONS,2,3,2
2346,147,SKEWER,"LONG, SHARP OBJECTS",1,3,3
2347,147,LEVEL,UNCHANGING,0,3,4
2348,147,BILLBOARD,MUSIC PUBLICATIONS,2,4,1
